location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Australia,2022-04-14,80-89,107.03,105.31,
Australia,2022-04-14,90+,112.25,107.95,
Australia,2022-04-15,12-15,84.91,80.39,
Australia,2022-04-15,16-19,93.02,90.99,
Australia,2022-04-15,20-29,90.48,88.08,
Australia,2022-04-15,30-39,95.73,93.75,
Australia,2022-04-15,40-49,96.04,94.72,
Australia,2022-04-15,50-59,97.73,96.65,
Australia,2022-04-15,60-69,99.81,98.68,
Australia,2022-04-15,70-79,104.45,103.41,
Australia,2022-04-15,80-89,107.06,105.35,
Australia,2022-04-15,90+,112.33,108.03,
Australia,2022-04-16,12-15,84.93,80.39,
Australia,2022-04-16,16-19,92.99,90.96,
Australia,2022-04-16,30-39,95.74,93.76,
Australia,2022-04-16,40-49,96.05,94.73,
Australia,2022-04-16,60-69,99.82,98.68,
Australia,2022-04-16,70-79,104.47,103.43,
Australia,2022-04-16,80-89,107.09,105.38,
Australia,2022-04-16,90+,112.39,108.09,
Australia,2022-04-17,12-15,84.92,80.38,
Australia,2022-04-17,16-19,92.97,90.94,
Australia,2022-04-17,20-29,90.47,88.08,
Australia,2022-04-17,50-59,97.74,96.65,
Australia,2022-04-17,60-69,99.83,98.69,
Australia,2022-04-17,70-79,104.48,103.44,
Australia,2022-04-17,80-89,107.12,105.41,
Australia,2022-04-17,90+,112.45,108.16,
Australia,2022-04-18,12-15,84.88,80.34,
Australia,2022-04-18,60-69,99.84,98.7,
Australia,2022-04-18,70-79,104.5,103.46,
Australia,2022-04-18,80-89,107.14,105.43,
Australia,2022-04-18,90+,112.52,108.22,
Australia,2022-04-19,12-15,84.86,80.31,
Australia,2022-04-19,16-19,92.98,90.95,
Australia,2022-04-19,40-49,96.05,94.72,
Australia,2022-04-19,50-59,97.74,96.66,
Australia,2022-04-19,60-69,99.85,98.71,
Australia,2022-04-19,70-79,104.51,103.47,
Australia,2022-04-19,80-89,107.17,105.46,
Australia,2022-04-19,90+,112.58,108.28,
Australia,2022-04-20,12-15,84.86,80.33,
Australia,2022-04-20,16-19,93.01,90.99,
Australia,2022-04-20,20-29,90.49,88.09,
Australia,2022-04-20,30-39,95.75,93.77,
Australia,2022-04-20,40-49,96.05,94.74,
Australia,2022-04-20,50-59,97.75,96.67,
Australia,2022-04-20,60-69,99.86,98.73,
Australia,2022-04-20,70-79,104.53,103.49,
Australia,2022-04-20,80-89,107.21,105.5,
Australia,2022-04-20,90+,112.64,108.34,
Australia,2022-04-21,12-15,84.86,80.35,
Australia,2022-04-21,16-19,93.05,91.03,
Australia,2022-04-21,30-39,95.76,93.78,
Australia,2022-04-21,40-49,96.06,94.74,
Australia,2022-04-21,50-59,97.77,96.68,
Australia,2022-04-21,60-69,99.87,98.74,
Australia,2022-04-21,70-79,104.54,103.51,
Australia,2022-04-21,80-89,107.24,105.53,
Australia,2022-04-21,90+,112.72,108.42,
Australia,2022-04-22,12-15,84.89,80.4,
Australia,2022-04-22,16-19,93.04,91.01,
Australia,2022-04-22,20-29,90.5,88.1,
Australia,2022-04-22,30-39,95.77,93.79,
Australia,2022-04-22,40-49,96.07,94.76,
Australia,2022-04-22,50-59,97.77,96.69,
Australia,2022-04-22,60-69,99.88,98.75,
Australia,2022-04-22,70-79,104.56,103.53,
Australia,2022-04-22,80-89,107.28,105.57,
Australia,2022-04-22,90+,112.78,108.49,
Australia,2022-04-23,12-15,84.91,80.45,
Australia,2022-04-23,16-19,93.02,91.0,
Australia,2022-04-23,20-29,90.5,88.11,
Australia,2022-04-23,30-39,95.78,93.81,
Australia,2022-04-23,40-49,96.08,94.77,
Australia,2022-04-23,50-59,97.78,96.7,
Australia,2022-04-23,60-69,99.89,98.77,
Australia,2022-04-23,70-79,104.57,103.54,
Australia,2022-04-23,80-89,107.32,105.61,
Australia,2022-04-23,90+,112.85,108.57,
Australia,2022-04-24,12-15,84.89,80.44,
Australia,2022-04-24,16-19,93.03,91.01,
Australia,2022-04-24,30-39,95.78,93.82,
Australia,2022-04-24,40-49,96.09,94.78,
Australia,2022-04-24,60-69,99.9,98.78,
Australia,2022-04-24,70-79,104.59,103.56,
Australia,2022-04-24,80-89,107.35,105.65,
Australia,2022-04-24,90+,112.92,108.64,
Australia,2022-04-25,12-15,84.86,80.42,
Australia,2022-04-25,16-19,93.02,91.01,
Australia,2022-04-25,30-39,95.79,93.82,
Australia,2022-04-25,50-59,97.78,96.71,
Australia,2022-04-25,60-69,99.91,98.78,
Australia,2022-04-25,70-79,104.61,103.57,
Australia,2022-04-25,80-89,107.38,105.68,
Australia,2022-04-25,90+,112.97,108.69,
Australia,2022-04-26,12-15,84.83,80.38,
Australia,2022-04-26,50-59,97.79,96.71,
Australia,2022-04-26,60-69,99.92,98.79,
Australia,2022-04-26,70-79,104.62,103.59,
Australia,2022-04-26,80-89,107.4,105.7,
Australia,2022-04-26,90+,113.03,108.75,
Australia,2022-04-27,12-15,84.82,80.38,
Australia,2022-04-27,16-19,93.06,91.04,
Australia,2022-04-27,20-29,90.51,88.12,
Australia,2022-04-27,30-39,95.8,93.83,
Australia,2022-04-27,50-59,97.79,96.72,
Australia,2022-04-27,60-69,99.93,98.81,
Australia,2022-04-27,70-79,104.64,103.61,
Australia,2022-04-27,80-89,107.44,105.74,
Australia,2022-04-27,90+,113.09,108.81,
Australia,2022-04-28,12-15,84.82,80.39,
Australia,2022-04-28,16-19,93.09,91.08,
Australia,2022-04-28,30-39,95.8,93.84,
Australia,2022-04-28,40-49,96.09,94.79,
Australia,2022-04-28,50-59,97.8,96.73,
Australia,2022-04-28,60-69,99.95,98.82,
Australia,2022-04-28,70-79,104.65,103.62,
Australia,2022-04-28,80-89,107.47,105.77,
Australia,2022-04-28,90+,113.15,108.88,
Australia,2022-04-29,12-15,84.84,80.41,
Australia,2022-04-29,16-19,93.08,91.07,
Australia,2022-04-29,30-39,95.81,93.85,
Australia,2022-04-29,40-49,96.1,94.8,
Australia,2022-04-29,50-59,97.81,96.74,
Australia,2022-04-29,60-69,99.96,98.83,
Australia,2022-04-29,70-79,104.67,103.64,
Australia,2022-04-29,80-89,107.51,105.81,
Australia,2022-04-29,90+,113.21,108.95,
Australia,2022-04-30,12-15,84.85,80.43,
Australia,2022-04-30,16-19,93.06,91.06,
Australia,2022-04-30,30-39,95.82,93.87,
Australia,2022-04-30,40-49,96.11,94.82,
Australia,2022-04-30,60-69,99.97,98.84,
Australia,2022-04-30,70-79,104.69,103.66,
Australia,2022-04-30,80-89,107.54,105.85,
Australia,2022-04-30,90+,113.28,109.01,
Australia,2022-05-01,12-15,84.83,80.43,
Australia,2022-05-01,16-19,93.06,91.05,
Australia,2022-05-01,30-39,95.83,93.87,
Australia,2022-05-01,40-49,96.12,94.82,
Australia,2022-05-01,50-59,97.82,96.74,
Australia,2022-05-01,60-69,99.97,98.85,
Australia,2022-05-01,70-79,104.71,103.68,
Australia,2022-05-01,80-89,107.57,105.88,
Australia,2022-05-01,90+,113.35,109.08,
Australia,2022-05-02,12-15,84.8,80.39,
Australia,2022-05-02,30-39,95.83,93.88,
Australia,2022-05-02,40-49,96.11,94.81,
Australia,2022-05-02,50-59,97.82,96.75,
Australia,2022-05-02,60-69,99.98,98.86,
Australia,2022-05-02,70-79,104.73,103.7,
Australia,2022-05-02,80-89,107.6,105.91,
Australia,2022-05-02,90+,113.42,109.15,
Australia,2022-05-03,12-15,84.78,80.39,
Australia,2022-05-03,20-29,90.52,88.13,
Australia,2022-05-03,50-59,97.83,96.75,
Australia,2022-05-03,60-69,99.99,98.87,
Australia,2022-05-03,70-79,104.74,103.71,
Australia,2022-05-03,80-89,107.63,105.94,
Australia,2022-05-03,90+,113.48,109.22,
Australia,2022-05-04,12-15,84.77,80.38,
Australia,2022-05-04,16-19,93.09,91.09,
Australia,2022-05-04,20-29,90.51,88.13,
Australia,2022-05-04,30-39,95.84,93.89,
Australia,2022-05-04,40-49,96.12,94.83,
Australia,2022-05-04,50-59,97.83,96.76,
Australia,2022-05-04,60-69,100.01,98.88,
Australia,2022-05-04,70-79,104.76,103.73,
Australia,2022-05-04,80-89,107.67,105.98,
Australia,2022-05-04,90+,113.55,109.28,
Australia,2022-05-05,16-19,93.12,91.12,
Australia,2022-05-05,40-49,96.13,94.84,
Australia,2022-05-05,50-59,97.84,96.77,
Australia,2022-05-05,60-69,100.02,98.89,
Australia,2022-05-05,70-79,104.78,103.75,
Australia,2022-05-05,80-89,107.7,106.01,
Australia,2022-05-05,90+,113.63,109.36,
Australia,2022-05-06,12-15,84.79,80.4,
Australia,2022-05-06,16-19,93.11,91.12,
Australia,2022-05-06,30-39,95.85,93.9,
Australia,2022-05-06,40-49,96.14,94.85,
Australia,2022-05-06,50-59,97.85,96.78,
Australia,2022-05-06,60-69,100.03,98.9,
Australia,2022-05-06,70-79,104.79,103.76,
Australia,2022-05-06,80-89,107.74,106.05,
Australia,2022-05-06,90+,113.69,109.42,
Australia,2022-05-07,12-15,84.81,80.42,
Australia,2022-05-07,16-19,93.09,91.1,
Australia,2022-05-07,30-39,95.86,93.91,
Australia,2022-05-07,40-49,96.15,94.86,
Australia,2022-05-07,60-69,100.04,98.91,
Australia,2022-05-07,70-79,104.81,103.78,
Australia,2022-05-07,80-89,107.77,106.08,
Australia,2022-05-07,90+,113.75,109.49,
Australia,2022-05-08,30-39,95.86,93.92,
Australia,2022-05-08,60-69,100.04,98.92,
Australia,2022-05-08,70-79,104.83,103.8,
Australia,2022-05-08,80-89,107.8,106.11,
Australia,2022-05-08,90+,113.82,109.56,
Australia,2022-05-09,12-15,84.76,80.36,
Australia,2022-05-09,30-39,95.87,93.92,
Australia,2022-05-09,50-59,97.86,96.79,
Australia,2022-05-09,60-69,100.05,98.93,
Australia,2022-05-09,70-79,104.84,103.81,
Australia,2022-05-09,80-89,107.83,106.14,
Australia,2022-05-09,90+,113.87,109.61,
Australia,2022-05-10,12-15,84.75,80.35,
Australia,2022-05-10,50-59,97.87,96.8,
Australia,2022-05-10,60-69,100.07,98.94,
Australia,2022-05-10,70-79,104.86,103.83,
Australia,2022-05-10,80-89,107.86,106.18,
Australia,2022-05-10,90+,113.94,109.68,
Australia,2022-05-11,12-15,84.75,80.34,
Australia,2022-05-11,30-39,95.88,93.93,
Australia,2022-05-11,40-49,96.16,94.87,
Australia,2022-05-11,60-69,100.08,98.95,
Australia,2022-05-11,70-79,104.87,103.84,
Australia,2022-05-11,80-89,107.89,106.21,
Australia,2022-05-11,90+,114.01,109.76,
Australia,2022-05-12,12-15,84.74,80.33,
Australia,2022-05-12,16-19,93.15,91.16,
Australia,2022-05-12,30-39,95.88,93.94,
Australia,2022-05-12,50-59,97.88,96.81,
Australia,2022-05-12,60-69,100.09,98.96,
Australia,2022-05-12,70-79,104.89,103.86,
Australia,2022-05-12,80-89,107.92,106.24,
Australia,2022-05-12,90+,114.08,109.82,
Australia,2022-05-13,16-19,93.14,91.14,
Australia,2022-05-13,30-39,95.89,93.94,
Australia,2022-05-13,40-49,96.17,94.88,
Australia,2022-05-13,60-69,100.1,98.97,
Australia,2022-05-13,70-79,104.91,103.87,
Australia,2022-05-13,80-89,107.96,106.27,
Australia,2022-05-13,90+,114.15,109.89,
Australia,2022-05-14,12-15,84.77,80.35,
Australia,2022-05-14,30-39,95.9,93.95,
Australia,2022-05-14,40-49,96.18,94.9,
Australia,2022-05-14,50-59,97.89,96.82,
Australia,2022-05-14,60-69,100.11,98.98,
Australia,2022-05-14,70-79,104.92,103.89,
Australia,2022-05-14,80-89,107.99,106.31,
Australia,2022-05-14,90+,114.21,109.96,
Australia,2022-05-16,12-15,84.71,80.29,
Australia,2022-05-16,16-19,93.13,91.13,
Australia,2022-05-16,30-39,95.91,93.96,
Australia,2022-05-16,40-49,96.18,94.89,
Australia,2022-05-16,60-69,100.13,99.0,
Australia,2022-05-16,70-79,104.96,103.92,
Australia,2022-05-16,80-89,108.05,106.37,
Australia,2022-05-16,90+,114.35,110.09,
Australia,2022-05-17,12-15,84.7,80.29,
Australia,2022-05-17,16-19,93.12,91.13,
Australia,2022-05-17,30-39,95.92,93.96,
Australia,2022-05-17,50-59,97.9,96.83,
Australia,2022-05-17,60-69,100.14,99.01,
Australia,2022-05-17,70-79,104.97,103.94,
Australia,2022-05-17,80-89,108.08,106.4,
Australia,2022-05-17,90+,114.41,110.16,
Australia,2022-05-18,12-15,84.7,80.27,
Australia,2022-05-18,16-19,93.15,91.15,
Australia,2022-05-18,30-39,95.93,93.97,
Australia,2022-05-18,50-59,97.91,96.83,
Australia,2022-05-18,60-69,100.15,99.02,
Australia,2022-05-18,70-79,104.99,103.95,
Australia,2022-05-18,80-89,108.11,106.43,
Australia,2022-05-18,90+,114.48,110.23,
Australia,2022-05-19,12-15,84.69,80.26,
Australia,2022-05-19,16-19,93.18,91.18,
Australia,2022-05-19,20-29,90.52,88.12,
Australia,2022-05-19,30-39,95.93,93.98,
Australia,2022-05-19,40-49,96.19,94.9,
Australia,2022-05-19,50-59,97.91,96.84,
Australia,2022-05-19,60-69,100.16,99.03,
Australia,2022-05-19,70-79,105.01,103.97,
Australia,2022-05-19,80-89,108.14,106.46,
Australia,2022-05-19,90+,114.55,110.3,
Australia,2022-05-20,12-15,84.7,80.28,
Australia,2022-05-20,16-19,93.17,91.17,
Australia,2022-05-20,30-39,95.94,93.99,
Australia,2022-05-20,40-49,96.19,94.91,
Australia,2022-05-20,50-59,97.92,96.85,
Australia,2022-05-20,60-69,100.17,99.03,
Australia,2022-05-20,70-79,105.02,103.99,
Australia,2022-05-20,80-89,108.17,106.5,
Australia,2022-05-20,90+,114.62,110.37,
Australia,2022-05-21,12-15,84.72,80.29,
Australia,2022-05-21,30-39,95.95,94.0,
Australia,2022-05-21,40-49,96.2,94.92,
Australia,2022-05-21,50-59,97.93,96.86,
Australia,2022-05-21,60-69,100.18,99.04,
Australia,2022-05-21,70-79,105.04,104.0,
Australia,2022-05-21,80-89,108.21,106.53,
Australia,2022-05-21,90+,114.7,110.45,
Australia,2022-05-22,30-39,95.96,94.0,
Australia,2022-05-22,60-69,100.18,99.05,
Australia,2022-05-22,70-79,105.06,104.02,
Australia,2022-05-22,80-89,108.23,106.55,
Australia,2022-05-22,90+,114.76,110.51,
Australia,2022-05-23,12-15,84.66,80.23,
Australia,2022-05-23,40-49,96.2,94.91,
Australia,2022-05-23,60-69,100.19,99.06,
Australia,2022-05-23,70-79,105.07,104.03,
Australia,2022-05-23,80-89,108.26,106.59,
Australia,2022-05-23,90+,114.83,110.58,
Australia,2022-05-24,12-15,84.65,80.21,
Australia,2022-05-24,16-19,93.16,91.17,
Australia,2022-05-24,20-29,90.53,88.13,
Australia,2022-05-24,30-39,95.96,94.01,
Australia,2022-05-24,50-59,97.94,96.87,
Australia,2022-05-24,60-69,100.2,99.07,
Australia,2022-05-24,70-79,105.09,104.05,
Australia,2022-05-24,80-89,108.29,106.62,
Australia,2022-05-24,90+,114.89,110.65,
Australia,2022-05-25,12-15,84.64,80.19,
Australia,2022-05-25,16-19,93.19,91.19,
Australia,2022-05-25,30-39,95.97,94.01,
Australia,2022-05-25,40-49,96.21,94.92,
Australia,2022-05-25,50-59,97.95,96.88,
Australia,2022-05-25,60-69,100.21,99.08,
Australia,2022-05-25,70-79,105.11,104.07,
Australia,2022-05-25,80-89,108.31,106.64,
Australia,2022-05-25,90+,114.97,110.72,
Australia,2022-05-26,12-15,84.63,80.18,
Australia,2022-05-26,16-19,93.22,91.23,
Australia,2022-05-26,30-39,95.97,94.02,
Australia,2022-05-26,40-49,96.21,94.93,
Australia,2022-05-26,50-59,97.96,96.88,
Australia,2022-05-26,60-69,100.22,99.09,
Australia,2022-05-26,70-79,105.12,104.08,
Australia,2022-05-26,80-89,108.35,106.67,
Australia,2022-05-26,90+,115.05,110.8,
Australia,2022-05-27,16-19,93.21,91.21,
Australia,2022-05-27,30-39,95.98,94.02,
Australia,2022-05-27,40-49,96.22,94.94,
Australia,2022-05-27,50-59,97.96,96.89,
Australia,2022-05-27,60-69,100.23,99.1,
Australia,2022-05-27,70-79,105.14,104.1,
Australia,2022-05-27,80-89,108.38,106.71,
Australia,2022-05-27,90+,115.11,110.87,
Australia,2022-05-28,12-15,84.66,80.21,
Australia,2022-05-28,30-39,95.99,94.03,
Australia,2022-05-28,40-49,96.23,94.95,
Australia,2022-05-28,60-69,100.24,99.11,
Australia,2022-05-28,70-79,105.15,104.12,
Australia,2022-05-28,80-89,108.41,106.74,
Australia,2022-05-28,90+,115.18,110.94,
Australia,2022-05-30,12-15,84.61,80.15,
Australia,2022-05-30,20-29,90.53,88.12,
Australia,2022-05-30,30-39,96.0,94.04,
Australia,2022-05-30,40-49,96.23,94.94,
Australia,2022-05-30,50-59,97.97,96.89,
Australia,2022-05-30,60-69,100.26,99.12,
Australia,2022-05-30,70-79,105.19,104.15,
Australia,2022-05-30,80-89,108.46,106.79,
Australia,2022-05-30,90+,115.32,111.08,
Australia,2022-05-31,12-15,84.59,80.14,
Australia,2022-05-31,20-29,90.54,88.13,
Australia,2022-05-31,40-49,96.24,94.95,
Australia,2022-05-31,50-59,97.98,96.9,
Australia,2022-05-31,60-69,100.27,99.13,
Australia,2022-05-31,70-79,105.2,104.16,
Australia,2022-05-31,80-89,108.49,106.82,
Australia,2022-05-31,90+,115.38,111.14,
Australia,2022-06-01,12-15,84.58,80.12,
Australia,2022-06-01,16-19,93.22,91.22,
Australia,2022-06-01,60-69,100.29,99.15,
Australia,2022-06-01,70-79,105.23,104.18,
Australia,2022-06-01,80-89,108.52,106.85,
Australia,2022-06-01,90+,115.45,111.21,
Australia,2022-06-02,12-15,84.57,80.1,
Australia,2022-06-02,16-19,93.25,91.25,
Australia,2022-06-02,20-29,90.52,88.11,
Australia,2022-06-02,30-39,96.01,94.05,
Australia,2022-06-02,40-49,96.25,94.96,
Australia,2022-06-02,50-59,97.99,96.91,
Australia,2022-06-02,60-69,100.3,99.16,
Australia,2022-06-02,70-79,105.24,104.2,
Australia,2022-06-02,80-89,108.55,106.88,
Australia,2022-06-02,90+,115.51,111.28,
Australia,2022-06-03,12-15,84.58,80.11,
Australia,2022-06-03,16-19,93.24,91.24,
Australia,2022-06-03,30-39,96.02,94.05,
Australia,2022-06-03,40-49,96.26,94.97,
Australia,2022-06-03,60-69,100.31,99.17,
Australia,2022-06-03,70-79,105.26,104.21,
Australia,2022-06-03,80-89,108.58,106.92,
Australia,2022-06-03,90+,115.57,111.34,
Australia,2022-06-04,12-15,84.59,80.13,
Australia,2022-06-04,30-39,96.02,94.06,
Australia,2022-06-04,40-49,96.27,94.98,
Australia,2022-06-04,50-59,97.99,96.92,
Australia,2022-06-04,70-79,105.28,104.23,
Australia,2022-06-04,80-89,108.61,106.95,
Australia,2022-06-04,90+,115.65,111.41,
Australia,2022-06-06,12-15,84.53,80.06,
Australia,2022-06-06,30-39,96.04,94.07,
Australia,2022-06-06,50-59,98.0,96.92,
Australia,2022-06-06,60-69,100.33,99.19,
Australia,2022-06-06,70-79,105.31,104.26,
Australia,2022-06-06,80-89,108.67,107.01,
Australia,2022-06-06,90+,115.79,111.55,
Australia,2022-06-07,12-15,84.52,80.05,
Australia,2022-06-07,50-59,98.01,96.93,
Australia,2022-06-07,60-69,100.35,99.2,
Australia,2022-06-07,70-79,105.32,104.28,
Australia,2022-06-07,80-89,108.71,107.05,
Australia,2022-06-07,90+,115.85,111.61,
Australia,2022-06-08,12-15,84.5,80.02,
Australia,2022-06-08,16-19,93.26,91.26,
Australia,2022-06-08,20-29,90.53,88.11,
Australia,2022-06-08,60-69,100.36,99.21,
Australia,2022-06-08,70-79,105.33,104.29,
Australia,2022-06-08,80-89,108.73,107.07,
Australia,2022-06-08,90+,115.93,111.7,
Australia,2022-06-09,12-15,84.49,80.01,
Australia,2022-06-09,16-19,93.29,91.29,
Australia,2022-06-09,30-39,96.05,94.08,
Australia,2022-06-09,40-49,96.28,94.99,
Australia,2022-06-09,50-59,98.02,96.94,
Australia,2022-06-09,60-69,100.37,99.22,
Australia,2022-06-09,70-79,105.35,104.3,
Australia,2022-06-09,80-89,108.77,107.11,
Australia,2022-06-09,90+,115.99,111.76,
Australia,2022-06-10,12-15,84.51,80.02,
Australia,2022-06-10,20-29,90.52,88.1,
Australia,2022-06-10,40-49,96.28,95.0,
Australia,2022-06-10,50-59,98.02,96.95,
Australia,2022-06-10,60-69,100.38,99.23,
Australia,2022-06-10,70-79,105.37,104.32,
Australia,2022-06-10,80-89,108.8,107.15,
Australia,2022-06-10,90+,116.06,111.83,
Australia,2022-06-11,12-15,84.53,80.04,
Australia,2022-06-11,16-19,93.27,91.27,
Australia,2022-06-11,30-39,96.06,94.09,
Australia,2022-06-11,40-49,96.3,95.01,
Australia,2022-06-11,60-69,100.39,99.24,
Australia,2022-06-11,70-79,105.38,104.33,
Australia,2022-06-11,80-89,108.84,107.18,
Australia,2022-06-11,90+,116.12,111.89,
Australia,2022-06-12,12-15,84.52,80.03,
Australia,2022-06-12,20-29,90.52,88.09,
Australia,2022-06-12,30-39,96.07,94.1,
Australia,2022-06-12,60-69,100.4,99.25,
Australia,2022-06-12,70-79,105.4,104.35,
Australia,2022-06-12,80-89,108.86,107.21,
Australia,2022-06-12,90+,116.19,111.96,
Australia,2022-06-14,12-15,84.46,79.96,
Australia,2022-06-15,12-15,84.45,79.95,
Australia,2022-06-15,16-19,93.28,91.28,
Australia,2022-06-15,30-39,96.08,94.11,
Australia,2022-06-15,50-59,98.04,96.96,
Australia,2022-06-15,60-69,100.42,99.27,
Australia,2022-06-15,70-79,105.45,104.4,
Australia,2022-06-15,80-89,108.95,107.3,
Australia,2022-06-15,90+,116.4,112.16,
Australia,2022-06-16,12-15,84.44,79.94,
Australia,2022-06-16,16-19,93.31,91.31,
Australia,2022-06-16,20-29,90.51,88.09,
Australia,2022-06-16,30-39,96.09,94.12,
Australia,2022-06-16,40-49,96.3,95.02,
Australia,2022-06-16,50-59,98.05,96.97,
Australia,2022-06-16,60-69,100.43,99.28,
Australia,2022-06-16,70-79,105.46,104.42,
Australia,2022-06-16,80-89,108.98,107.33,
Australia,2022-06-16,90+,116.46,112.23,
Australia,2022-06-18,12-15,84.47,79.96,
Australia,2022-06-18,20-29,90.51,88.08,
Australia,2022-06-18,30-39,96.1,94.13,
Australia,2022-06-18,40-49,96.32,95.03,
Australia,2022-06-18,60-69,100.45,99.3,
Australia,2022-06-18,70-79,105.5,104.45,
Australia,2022-06-18,80-89,109.05,107.4,
Australia,2022-06-18,90+,116.6,112.37,
Australia,2022-06-19,12-15,84.44,79.93,
Australia,2022-06-19,30-39,96.11,94.14,
Australia,2022-06-19,40-49,96.32,95.04,
Australia,2022-06-19,50-59,98.05,96.98,
Australia,2022-06-19,60-69,100.46,99.31,
Australia,2022-06-19,70-79,105.51,104.46,
Australia,2022-06-19,80-89,109.08,107.43,
Australia,2022-06-19,90+,116.66,112.44,
Australia,2022-06-21,12-15,84.4,79.88,
Australia,2022-06-21,50-59,98.06,96.98,
Australia,2022-06-21,60-69,100.48,99.33,
Australia,2022-06-21,70-79,105.54,104.5,
Australia,2022-06-21,80-89,109.13,107.48,
Australia,2022-06-21,90+,116.8,112.57,
Australia,2022-06-22,12-15,84.38,79.87,
Australia,2022-06-22,40-49,96.33,95.04,
Australia,2022-06-22,50-59,98.07,96.99,
Australia,2022-06-22,60-69,100.5,99.34,
Australia,2022-06-22,70-79,105.56,104.51,
Australia,2022-06-22,80-89,109.16,107.51,
Australia,2022-06-22,90+,116.87,112.64,
Australia,2022-06-23,12-15,84.37,79.85,
Australia,2022-06-23,16-19,93.34,91.34,
Australia,2022-06-23,30-39,96.12,94.14,
Australia,2022-06-23,40-49,96.33,95.05,
Australia,2022-06-23,50-59,98.07,97.0,
Australia,2022-06-23,60-69,100.51,99.35,
Australia,2022-06-23,70-79,105.57,104.52,
Australia,2022-06-23,80-89,109.19,107.54,
Australia,2022-06-23,90+,116.94,112.71,
Australia,2022-06-24,12-15,84.38,79.86,
Australia,2022-06-24,16-19,93.33,91.33,
Australia,2022-06-24,30-39,96.12,94.15,
Australia,2022-06-24,40-49,96.34,95.05,
Australia,2022-06-24,50-59,98.08,97.0,
Australia,2022-06-24,70-79,105.59,104.54,
Australia,2022-06-24,80-89,109.21,107.57,
Australia,2022-06-24,90+,117.01,112.78,
Australia,2022-06-25,16-19,93.31,91.3,
Australia,2022-06-25,30-39,96.13,94.16,
Australia,2022-06-25,40-49,96.35,95.06,
Australia,2022-06-25,60-69,100.52,99.37,
Australia,2022-06-25,70-79,105.6,104.55,
Australia,2022-06-25,80-89,109.24,107.59,
Australia,2022-06-25,90+,117.08,112.85,
Australia,2022-06-26,16-19,93.3,91.29,
Australia,2022-06-26,30-39,96.14,94.16,
Australia,2022-06-26,50-59,98.09,97.01,
Australia,2022-06-26,60-69,100.53,99.37,
Australia,2022-06-26,70-79,105.62,104.57,
Australia,2022-06-26,80-89,109.27,107.62,
Australia,2022-06-26,90+,117.14,112.9,
Australia,2022-06-27,12-15,84.34,79.82,
Australia,2022-06-27,16-19,93.29,91.28,
Australia,2022-06-27,30-39,96.14,94.17,
Australia,2022-06-27,40-49,96.34,95.06,
Australia,2022-06-27,60-69,100.54,99.38,
Australia,2022-06-27,70-79,105.64,104.58,
Australia,2022-06-27,80-89,109.3,107.65,
Australia,2022-06-27,90+,117.2,112.96,
Australia,2022-06-28,16-19,93.28,91.27,
Australia,2022-06-28,50-59,98.1,97.02,
Australia,2022-06-28,60-69,100.55,99.39,
Australia,2022-06-28,70-79,105.65,104.59,
Australia,2022-06-28,80-89,109.33,107.69,
Australia,2022-06-28,90+,117.26,113.03,
Australia,2022-06-29,12-15,84.34,79.81,
Australia,2022-06-29,40-49,96.35,95.07,
Australia,2022-06-29,60-69,100.56,99.4,
Australia,2022-06-29,70-79,105.67,104.61,
Australia,2022-06-29,80-89,109.36,107.72,
Australia,2022-06-29,90+,117.33,113.1,
Australia,2022-06-30,12-15,84.33,79.8,
Australia,2022-06-30,16-19,93.33,91.32,
Australia,2022-06-30,30-39,96.15,94.17,
Australia,2022-06-30,40-49,96.36,95.07,
Australia,2022-06-30,50-59,98.11,97.03,
Australia,2022-06-30,60-69,100.57,99.41,
Australia,2022-06-30,70-79,105.68,104.62,
Australia,2022-06-30,80-89,109.39,107.75,
Australia,2022-06-30,90+,117.4,113.17,
Australia,2022-07-01,16-19,93.32,91.31,
Australia,2022-07-01,40-49,96.36,95.08,
Australia,2022-07-01,50-59,98.11,97.04,
Australia,2022-07-01,60-69,100.58,99.41,
Australia,2022-07-01,70-79,105.71,104.65,
Australia,2022-07-01,80-89,109.44,107.8,
Australia,2022-07-01,90+,117.51,113.28,
Australia,2022-07-02,12-15,84.35,79.82,
Australia,2022-07-02,20-29,90.51,88.07,
Australia,2022-07-02,30-39,96.16,94.18,
Australia,2022-07-02,40-49,96.37,95.09,
Australia,2022-07-02,50-59,98.12,97.04,
Australia,2022-07-02,60-69,100.58,99.42,
Australia,2022-07-02,70-79,105.72,104.66,
Australia,2022-07-02,80-89,109.48,107.83,
Australia,2022-07-02,90+,117.58,113.34,
Australia,2022-07-03,12-15,84.32,79.79,
Australia,2022-07-03,30-39,96.17,94.19,
Australia,2022-07-03,60-69,100.59,99.43,
Australia,2022-07-03,70-79,105.74,104.68,
Australia,2022-07-03,80-89,109.5,107.86,
Australia,2022-07-03,90+,117.65,113.41,
Australia,2022-07-05,12-15,84.26,79.73,
Australia,2022-07-05,20-29,90.52,88.07,
Australia,2022-07-05,40-49,96.37,95.08,
Australia,2022-07-05,50-59,98.13,97.05,
Australia,2022-07-05,60-69,100.61,99.45,
Australia,2022-07-05,70-79,105.77,104.71,
Australia,2022-07-05,80-89,109.57,107.93,
